Sample ID,Taxon,Kingdom/SuperKingdom,Phylum,Class,Order,Family,Genus,Species,Relative Abundance,Absolute Abundance
MBSMPL0020-16-13,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.056106,3221
MBSMPL0020-16-13,201096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,null,0.001202,69
MBSMPL0020-16-13,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.009371,538
MBSMPL0020-16-13,861913,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Fibrisoma,null,0.001132,65
MBSMPL0020-16-13,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.016583,952
MBSMPL0020-16-13,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.006288,361
MBSMPL0020-16-13,1847725,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,null,0.000557,32
MBSMPL0020-16-13,1903409,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,null,null,0.043321,2487
MBSMPL0020-16-13,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.002543,146
MBSMPL0020-16-13,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.519187,29806
MBSMPL0020-16-13,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.005522,317
MBSMPL0020-16-13,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,null,0.001324,76
MBSMPL0020-16-13,null,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella1,null,0.000261,15
MBSMPL0020-16-13,265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,null,0.000854,49
MBSMPL0020-16-13,279,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter,null,0.014179,814
MBSMPL0020-16-13,283,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,null,0.013534,777
MBSMPL0020-16-13,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.078106,4484
MBSMPL0020-16-13,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.012942,743
MBSMPL0020-16-13,506,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,null,null,0.000157,9
MBSMPL0020-16-13,543,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,null,null,0.00054,31
MBSMPL0020-16-13,551,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,null,0.016757,962
MBSMPL0020-16-13,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.014858,853
MBSMPL0020-16-13,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.000766,44
MBSMPL0020-16-14,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.000889,7
MBSMPL0020-16-14,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.035814,282
MBSMPL0020-16-14,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.00127,10
MBSMPL0020-16-14,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.092329,727
MBSMPL0020-16-14,1016,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,null,0.081915,645
MBSMPL0020-16-14,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.002921,23
MBSMPL0020-16-14,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.054229,427
MBSMPL0020-16-14,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.101092,796
MBSMPL0020-16-14,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.004318,34
MBSMPL0020-16-14,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.098425,775
MBSMPL0020-16-14,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.054737,431
MBSMPL0020-16-14,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.016891,133
MBSMPL0020-16-14,2755,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Brochothrix,null,0.046736,368
MBSMPL0020-16-14,12916,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,null,0.056007,441
MBSMPL0020-16-14,28256,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,null,null,0.044831,353
MBSMPL0020-16-14,33057,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Thauera,null,0.010287,81
MBSMPL0020-16-14,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.001143,9
MBSMPL0020-16-14,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.006477,51
MBSMPL0020-16-14,70774,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,null,0.064643,509
MBSMPL0020-16-14,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.086995,685
MBSMPL0020-16-14,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.019558,154
MBSMPL0020-16-14,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.071501,563
MBSMPL0020-16-14,null,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,null,0.007874,62
MBSMPL0020-16-14,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.037592,296
MBSMPL0020-16-14,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.001524,12
MBSMPL0020-16-15,81,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,null,0.005419,87
MBSMPL0020-16-15,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.353036,5668
MBSMPL0020-16-15,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.001246,20
MBSMPL0020-16-15,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.039489,634
MBSMPL0020-16-15,712,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,null,null,0.007599,122
MBSMPL0020-16-15,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.000249,4
MBSMPL0020-16-15,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.01308,210
MBSMPL0020-16-15,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.120399,1933
MBSMPL0020-16-15,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.001619,26
MBSMPL0020-16-15,1298,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,null,0.017565,282
MBSMPL0020-16-15,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.000623,10
MBSMPL0020-16-15,1350,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,null,0.000187,3
MBSMPL0020-16-15,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.084833,1362
MBSMPL0020-16-15,1839,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,null,0.000249,4
MBSMPL0020-16-15,2745,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,null,0.008284,133
MBSMPL0020-16-15,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.036749,590
MBSMPL0020-16-15,32067,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,null,0.021489,345
MBSMPL0020-16-15,41297,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,null,null,0.009654,155
MBSMPL0020-16-15,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.021302,342
MBSMPL0020-16-15,53335,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea,null,0.000374,6
MBSMPL0020-16-15,59732,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,null,0.02915,468
MBSMPL0020-16-15,70774,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Hydrogenophilus,null,0.000436,7
MBSMPL0020-16-15,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.054562,876
MBSMPL0020-16-15,125216,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,null,0.000311,5
MBSMPL0020-16-15,186826,Bacteria,Firmicutes,Bacilli,Lactobacillales,null,null,null,0.001557,25
MBSMPL0020-16-15,201096,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,null,0.000934,15
MBSMPL0020-16-15,212791,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,null,0.018561,298
MBSMPL0020-16-15,233189,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,null,0.018686,300
MBSMPL0020-16-15,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.001246,20
MBSMPL0020-16-15,352450,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,null,0.013641,219
MBSMPL0020-16-15,416916,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,null,0.023669,380
MBSMPL0020-16-15,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.05668,910
MBSMPL0020-16-15,1847725,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella,null,0.003052,49
MBSMPL0020-16-15,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.002554,41
MBSMPL0020-16-15,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.021613,347
MBSMPL0020-16-15,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.008658,139
MBSMPL0020-16-15,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.000561,9
MBSMPL0020-16-15,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,null,0.000187,3
MBSMPL0020-16-15,265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,null,0.000498,8
MBSMPL0020-16-16,32067,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,null,0.008378,122
MBSMPL0020-16-16,29465,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,null,0.000481,7
MBSMPL0020-16-16,36862,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,null,0.014146,206
MBSMPL0020-16-16,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.016344,238
MBSMPL0020-16-16,46123,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,null,0.023692,345
MBSMPL0020-16-16,47670,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,null,0.011606,169
MBSMPL0020-16-16,59735,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,null,0.010301,150
MBSMPL0020-16-16,76008,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,null,0.019022,277
MBSMPL0020-16-16,82802,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,null,0.000687,10
MBSMPL0020-16-16,89966,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,null,0.005288,77
MBSMPL0020-16-16,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.02328,339
MBSMPL0020-16-16,162289,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptoniphilus,null,null,0.016138,235
MBSMPL0020-16-16,180541,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,null,0.000206,3
MBSMPL0020-16-16,186826,Bacteria,Firmicutes,Bacilli,Lactobacillales,null,null,null,0.006799,99
MBSMPL0020-16-16,416916,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,null,0.011194,163
MBSMPL0020-16-16,501783,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,null,0.021426,312
MBSMPL0020-16-16,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.005906,86
MBSMPL0020-16-16,1649484,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Psychroglaciecola,null,0.005013,73
MBSMPL0020-16-16,1763508,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnotalea,null,0.019434,283
MBSMPL0020-16-16,1827277,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Chroococcidiopsaceae,Aliterella,null,0.000343,5
MBSMPL0020-16-16,1903411,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,null,null,0.007279,106
MBSMPL0020-16-16,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.087282,1271
MBSMPL0020-16-16,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.004944,72
MBSMPL0020-16-16,null,Bacteria,Firmicutes,Bacilli,Lactobacillales,P5D1-392,null,null,0.001579,23
MBSMPL0020-16-16,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.17841,2598
MBSMPL0020-16-16,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.012773,186
MBSMPL0020-16-16,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.051229,746
MBSMPL0020-16-16,482,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,null,0.024241,353
MBSMPL0020-16-16,497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,null,0.021838,318
MBSMPL0020-16-16,590,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,null,0.000893,13
MBSMPL0020-16-16,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.017649,257
MBSMPL0020-16-16,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.01243,181
MBSMPL0020-16-16,848,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,null,0.001785,26
MBSMPL0020-16-16,1016,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,null,0.000824,12
MBSMPL0020-16-16,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.069702,1015
MBSMPL0020-16-16,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.017511,255
MBSMPL0020-16-16,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.088312,1286
MBSMPL0020-16-16,1357,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,null,0.021975,320
MBSMPL0020-16-16,1386,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,null,0.007554,110
MBSMPL0020-16-16,1578,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,null,0.000206,3
MBSMPL0020-16-16,1654,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,null,0.003708,54
MBSMPL0020-16-16,1716,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,null,0.022387,326
MBSMPL0020-16-16,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.056723,826
MBSMPL0020-16-16,28211,Bacteria,Proteobacteria,Alphaproteobacteria,null,null,null,null,0.038182,556
MBSMPL0020-16-16,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.030902,450
MBSMPL0020-16-17,1502725,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Effusibacillus,null,0.003187,283
MBSMPL0020-16-17,1154586,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,null,0.002207,196
MBSMPL0020-16-17,null,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,null,null,null,0.002928,260
MBSMPL0020-16-17,null,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Symplocastrum CPER-KK1,null,0.004966,441
MBSMPL0020-16-17,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,null,0.000158,14
MBSMPL0020-16-17,null,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,null,null,0.070674,6276
MBSMPL0020-16-17,68,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,null,0.002714,241
MBSMPL0020-16-17,237,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,null,0.000056,5
MBSMPL0020-16-17,286,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,null,0.01072,952
MBSMPL0020-16-17,469,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,null,0.006058,538
MBSMPL0020-16-17,497,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,null,0.004685,416
MBSMPL0020-16-17,543,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,null,null,0.001171,104
MBSMPL0020-16-17,561,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia/Shigella,null,0.002399,213
MBSMPL0020-16-17,724,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,null,0.000721,64
MBSMPL0020-16-17,766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,null,null,null,0.003288,292
MBSMPL0020-16-17,836,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,null,0.002939,261
MBSMPL0020-16-17,1060,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,null,0.000653,58
MBSMPL0020-16-17,1224,Bacteria,Proteobacteria,null,null,null,null,null,0.012556,1115
MBSMPL0020-16-17,1243,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,null,0.000191,17
MBSMPL0020-16-17,1279,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,null,0.008311,738
MBSMPL0020-16-17,1301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,null,0.821479,72949
MBSMPL0020-16-17,1375,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,null,0.003592,319
MBSMPL0020-16-17,1562,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,Desulfotomaculum,null,null,0.001047,93
MBSMPL0020-16-17,1663,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,null,0.001385,123
MBSMPL0020-16-17,1763,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,null,0.005248,466
MBSMPL0020-16-17,1847,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,null,0.000631,56
MBSMPL0020-16-17,32207,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,null,0.000968,86
MBSMPL0020-16-17,41275,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,null,0.000056,5
MBSMPL0020-16-17,44249,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,null,0.004133,367
MBSMPL0020-16-17,57494,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia,null,0.000743,66
MBSMPL0020-16-17,59735,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,null,0.00277,246
MBSMPL0020-16-17,80864,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,null,null,0.000529,47
MBSMPL0020-16-17,92793,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium,null,0.003029,269
MBSMPL0020-16-17,114248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,null,0.000957,85
MBSMPL0020-16-17,149698,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,null,0.001081,96
MBSMPL0020-16-17,184869,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum,null,0.000079,7
MBSMPL0020-16-17,186817,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,null,null,0.002579,229
MBSMPL0020-16-17,215579,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Schlegelella,null,0.001013,90
MBSMPL0020-16-17,238749,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,null,0.001104,98
MBSMPL0020-16-17,243627,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,Hydrocarboniphaga,null,0.000248,22
MBSMPL0020-16-17,352450,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Simplicispira,null,0.001261,112
MBSMPL0020-16-17,1912216,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,null,0.005484,487
MBSMPL0020-16-18,68,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,null,0.000068,3
MBSMPL0020-16-18,null,Eukaryota,Discoba,Discicristata,null,null,null,null,0.000068,3
